current_role,data_vis_lib,prog_language,proportion_time-Gathering data,proportion_time-Cleaning data,proportion_time-Visualizing data,proportion_time-Model building/model selection,proportion_time-Putting the model into production,proportion_time-Finding insights in the data and communicating with stakeholders
Data Engineer,,,20.0,5.0,30.0,0.0,0.0,0.0
Data Analyst,,,,,,,,
Other,,,50.0,40.0,10.0,0.0,0.0,0.0
Student,,,,,,,,
,,,,,,,,
Student,,Python,5.0,30.0,5.0,30.0,20.0,10.0
Student,,Java,,,,,,
Student,,,,,,,,
Data Analyst,,,,,,,,
Student,,,,,,,,
Student,,Python,,,,,,
Student,,Python,,,,,,
Student,Matplotlib,Python,,,,,,
Software Engineer,,Javascript/Typescript,,,,,,
Data Engineer,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Data Scientist,,,,,,,,
Developer Advocate,,,,,,,,
Other,Seaborn,SQL,,,,,,
Student,,,,,,,,
Student,,Python,10.0,10.0,10.0,30.0,30.0,10.0
Business Analyst,Shiny,SQL,,,,,,
Business Analyst,Seaborn,Python,10.0,10.0,0.0,25.0,0.0,55.0
Software Engineer,,,,,,,,
Student,,,,,,,,
Consultant,,,,,,,,
Developer Advocate,,,,,,,,
Student,,,,,,,,
Marketing Analyst,ggplot2,SQL,,,,,,
Data Scientist,,,,,,,,
Research Scientist,,SQL,,,,,,
Manager,,,,,,,,
Student,,Go,,,,,,
Student,,,,,,,,
DBA/Database Engineer,Matplotlib,C#/.NET,15.0,5.0,20.0,30.0,15.0,10.0
Software Engineer,,,,,,,,
Chief Officer,Matplotlib,Python,,,,,,
Data Scientist,Seaborn,Python,20.0,30.0,15.0,15.0,5.0,10.0
Software Engineer,,Ruby,,,,,,
Student,,C/C++,,,,,,
Manager,,Python,,,,,,
,,,,,,,,
Data Engineer,,SQL,,,,,,
Data Analyst,,SQL,,,,,,
Student,,,,,,,,
Data Analyst,ggplot2,,50.0,0.0,30.0,10.0,5.0,5.0
Student,,,,,,,,
Other,ggplot2,R,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Software Engineer,Plotly,Ruby,,,,,,
Consultant,,,,,,,,
Not employed,,Java,20.0,5.0,25.0,25.0,10.0,15.0
Other,,R,0.0,10.0,0.0,40.0,0.0,50.0
Student,,,,,,,,
Software Engineer,,C#/.NET,20.0,40.0,0.0,40.0,0.0,0.0
Student,,,,,,,,
Data Scientist,,MATLAB,20.0,60.0,0.0,0.0,0.0,20.0
Software Engineer,,C#/.NET,,,,,,
Student,Matplotlib,Python,,,,,,
Student,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Not employed,ggplot2,,,,,,,
Other,,C#/.NET,,,,,,
Statistician,ggplot2,SAS/STATA,,,,,,
Data Scientist,,,,,,,,
Research Scientist,Matplotlib,Python,10.0,0.0,10.0,40.0,0.0,40.0
Data Engineer,,Java,,,,,,
Other,,MATLAB,,,,,,
Student,,,,,,,,
Data Analyst,,,,,,,,
Student,,,,,,,,
Marketing Analyst,,,,,,,,
Data Analyst,,SAS/STATA,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Research Scientist,,,,,,,,
Data Scientist,,,,,,,,
Student,Matplotlib,Python,20.0,10.0,5.0,20.0,20.0,15.0
Data Scientist,Matplotlib,Python,,,,,,
Consultant,,Java,30.0,40.0,20.0,5.0,3.0,2.0
,,,,,,,,
Data Scientist,,,,,,,,
Consultant,,,,,,,,
Data Engineer,Matplotlib,Python,40.0,40.0,0.0,15.0,0.0,5.0
Software Engineer,Matplotlib,Java,,,,,,
Software Engineer,,Java,10.0,10.0,10.0,40.0,25.0,5.0
Other,,SQL,30.0,20.0,10.0,15.0,5.0,20.0
Data Engineer,,Python,,,,,,
Research Scientist,Plotly,,10.0,30.0,20.0,40.0,0.0,0.0
Software Engineer,,,,,,,,
Software Engineer,Matplotlib,Python,,,,,,
Research Assistant,Matplotlib,C/C++,,,,,,
Data Analyst,,,,,,,,
Student,,,,,,,,
Data Analyst,,,,,,,,
Principal Investigator,,MATLAB,,,,,,
Other,,Scala,,,,,,
Data Scientist,Plotly,Python,15.0,30.0,30.0,15.0,5.0,5.0
,,,,,,,,
Other,ggplot2,Python,15.0,15.0,10.0,20.0,15.0,15.0
Student,,,,,,,,
Student,,,,,,,,
Student,ggplot2,Python,0.0,0.0,0.0,0.0,0.0,0.0
Student,,,,,,,,
,,,,,,,,
Data Scientist,,Python,,,,,,
Software Engineer,,,,,,,,
Software Engineer,Matplotlib,C/C++,30.0,30.0,0.0,0.0,0.0,0.0
Software Engineer,,,10.0,10.0,10.0,10.0,10.0,10.0
Software Engineer,,Java,30.0,10.0,10.0,0.0,20.0,30.0
Data Engineer,Seaborn,Python,,,,,,
Software Engineer,,,,,,,,
Other,,SAS/STATA,,,,,,
Research Assistant,Seaborn,Python,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Analyst,,,,,,,,
,,,,,,,,
Manager,Matplotlib,Python,50.0,10.0,10.0,15.0,5.0,10.0
Data Analyst,D3,SQL,,,,,,
Student,,,,,,,,
Data Scientist,Seaborn,Python,,,,,,
Other,,,,,,,,
Student,,,,,,,,
Not employed,,MATLAB,10.0,0.0,0.0,30.0,30.0,30.0
Consultant,,,,,,,,
Software Engineer,,,,,,,,
Research Scientist,Matplotlib,Python,10.0,20.0,20.0,30.0,10.0,10.0
Statistician,Plotly,Python,,,,,,
Data Analyst,,,10.0,40.0,10.0,30.0,10.0,0.0
Student,,,,,,,,
Student,Matplotlib,C/C++,,,,,,
,,,,,,,,
Data Analyst,,,,,,,,
Manager,Matplotlib,Python,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Software Engineer,,,,,,,,
Other,,,,,,,,
Data Analyst,,,,,,,,
Software Engineer,Matplotlib,Python,0.0,0.0,0.0,0.0,0.0,100.0
Product/Project Manager,,Python,15.0,15.0,15.0,10.0,10.0,20.0
Data Scientist,Matplotlib,Python,,,,,,
Data Scientist,,Python,,,,,,
Data Analyst,,,,,,,,
Product/Project Manager,,,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Other,,,25.0,25.0,15.0,25.0,5.0,5.0
Data Scientist,,,,,,,,
Software Engineer,Matplotlib,Python,30.0,10.0,20.0,20.0,0.0,10.0
Data Analyst,,R,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Research Assistant,Matplotlib,Python,,,,,,
Not employed,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Student,,Java,80.0,0.0,15.0,5.0,0.0,0.0
DBA/Database Engineer,D3,SQL,0.0,0.0,0.0,0.0,0.0,0.0
Data Scientist,,,,,,,,
Research Scientist,,,,,,,,
Business Analyst,,,,,,,,
Product/Project Manager,,,,,,,,
Software Engineer,,Javascript/Typescript,,,,,,
Not employed,Matplotlib,SQL,0.0,30.0,20.0,10.0,20.0,20.0
Other,Seaborn,Python,30.0,30.0,20.0,10.0,10.0,0.0
Consultant,Matplotlib,,10.0,30.0,30.0,10.0,10.0,10.0
Data Engineer,,,,,,,,
Data Scientist,,Python,,,,,,
Student,,Python,,,,,,
Software Engineer,,,10.0,10.0,10.0,10.0,10.0,30.0
,,,,,,,,
Data Scientist,ggplot2,Python,10.0,40.0,10.0,10.0,15.0,15.0
Student,,,20.0,10.0,10.0,60.0,0.0,0.0
Software Engineer,Matplotlib,C/C++,10.0,30.0,5.0,25.0,10.0,20.0
Data Analyst,,,40.0,20.0,20.0,10.0,0.0,10.0
Data Analyst,,,,,,,,
,,,,,,,,
Research Scientist,,,,,,,,
Other,,,,,,,,
Data Scientist,,,,,,,,
Not employed,Matplotlib,Python,10.0,10.0,10.0,20.0,30.0,10.0
Student,Seaborn,,30.0,10.0,5.0,30.0,20.0,5.0
Student,,,,,,,,
DBA/Database Engineer,ggplot2,,10.0,10.0,10.0,10.0,20.0,20.0
Business Analyst,,,,,,,,
Data Engineer,,,,,,,,
Student,,,,,,,,
Manager,,,,,,,,
Data Engineer,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Student,,Java,,,,,,
Student,,R,,,,,,
Software Engineer,,,,,,,,
Data Analyst,ggplot2,SQL,0.0,5.0,50.0,25.0,0.0,20.0
Data Scientist,Plotly,Python,15.0,40.0,10.0,20.0,5.0,5.0
,,,,,,,,
Data Analyst,ggplot2,R,,,,,,
,,,,,,,,
Chief Officer,Matplotlib,Python,5.0,25.0,10.0,25.0,25.0,10.0
Student,,,,,,,,
Consultant,,,,,,,,
,,,,,,,,
Research Assistant,,,,,,,,
Research Assistant,,MATLAB,50.0,20.0,20.0,5.0,4.0,1.0
Software Engineer,,C#/.NET,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Software Engineer,Matplotlib,Javascript/Typescript,,,,,,
Data Scientist,,,,,,,,
Data Scientist,Seaborn,Python,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Analyst,,C#/.NET,,,,,,
Student,,,,,,,,
Data Analyst,ggplot2,SQL,30.0,30.0,5.0,5.0,0.0,30.0
,,,,,,,,
Data Scientist,Matplotlib,Python,,,,,,
Data Scientist,,,,,,,,
Chief Officer,,,,,,,,
,,,,,,,,
Not employed,,Python,,,,,,
Software Engineer,,,,,,,,
Software Engineer,,,,,,,,
Software Engineer,Matplotlib,Java,10.0,0.0,20.0,50.0,10.0,10.0
Data Scientist,Matplotlib,Python,,,,,,
Chief Officer,,,,,,,,
Business Analyst,,,,,,,,
Student,,SQL,0.0,25.0,15.0,40.0,0.0,20.0
Student,,,,,,,,
Student,,,,,,,,
Data Scientist,Matplotlib,Python,25.0,25.0,5.0,20.0,20.0,5.0
Business Analyst,,,,,,,,
Research Scientist,ggplot2,R,10.0,40.0,10.0,20.0,5.0,15.0
Student,Matplotlib,,,,,,,
Not employed,,C/C++,,,,,,
Other,,,,,,,,
Statistician,Shiny,R,15.0,25.0,20.0,20.0,10.0,10.0
Student,,,,,,,,
Manager,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Other,,,,,,,,
,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Research Assistant,,,,,,,,
Business Analyst,Matplotlib,Python,5.0,50.0,25.0,0.0,0.0,20.0
Principal Investigator,Seaborn,Java,,,,,,
Data Scientist,,,,,,,,
Student,,Java,,,,,,
Software Engineer,,Python,,,,,,
Student,,Python,,,,,,
Business Analyst,,,,,,,,
Student,Matplotlib,,60.0,5.0,20.0,10.0,5.0,0.0
Data Scientist,ggplot2,R,5.0,25.0,10.0,30.0,10.0,15.0
Data Analyst,Matplotlib,Python,,,,,,
Data Scientist,Bokeh,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Chief Officer,Matplotlib,Python,10.0,10.0,10.0,50.0,5.0,15.0
Data Analyst,,,,,,,,
Not employed,,,,,,,,
Data Scientist,Matplotlib,Python,,,,,,
Consultant,Matplotlib,Python,,,,,,
Not employed,,,,,,,,
Business Analyst,,,,,,,,
Manager,,C#/.NET,10.0,10.0,20.0,25.0,15.0,15.0
Data Scientist,Matplotlib,,,,,,,
Chief Officer,,,,,,,,
Manager,Matplotlib,,,,,,,
Software Engineer,Matplotlib,Python,,,,,,
Data Analyst,ggplot2,R,,,,,,
Consultant,ggplot2,Javascript/Typescript,0.0,0.0,0.0,0.0,0.0,1.0
Consultant,,,0.0,0.0,0.0,0.0,0.0,0.0
Student,,Python,,,,,,
Chief Officer,Matplotlib,,,,,,,
Software Engineer,,,,,,,,
Software Engineer,,,,,,,,
Chief Officer,Matplotlib,Python,10.0,25.0,15.0,25.0,15.0,10.0
Data Scientist,,R,10.0,20.0,20.0,20.0,0.0,30.0
Student,,,,,,,,
Software Engineer,ggplot2,SQL,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Business Analyst,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Student,,,10.0,30.0,40.0,0.0,20.0,0.0
Research Scientist,,Python,20.0,10.0,20.0,40.0,10.0,0.0
Data Scientist,,,,,,,,
Data Scientist,,,,,,,,
Software Engineer,Matplotlib,Javascript/Typescript,,,,,,
Other,,,,,,,,
Data Scientist,Matplotlib,Python,10.0,25.0,15.0,20.0,20.0,10.0
Product/Project Manager,Seaborn,Python,5.0,50.0,10.0,5.0,5.0,25.0
Student,ggplot2,Python,,,,,,
Student,,,,,,,,
,,,,,,,,
Salesperson,,Javascript/Typescript,,,,,,
Data Analyst,Matplotlib,Python,20.0,40.0,10.0,30.0,0.0,0.0
Data Scientist,,,,,,,,
Software Engineer,,,,,,,,
Data Analyst,,Python,10.0,10.0,10.0,20.0,30.0,20.0
Student,,Python,0.0,20.0,1.0,30.0,10.0,30.0
Student,,C/C++,,,,,,
Software Engineer,,,,,,,,
Student,,Python,60.0,20.0,20.0,0.0,0.0,0.0
Student,,,,,,,,
Software Engineer,,,,,,,,
Research Scientist,,Python,10.0,10.0,10.0,10.0,10.0,10.0
Student,,,,,,,,
Chief Officer,Matplotlib,Python,0.0,20.0,0.0,40.0,20.0,20.0
Student,,SQL,,,,,,
Data Scientist,Matplotlib,Python,10.0,50.0,10.0,10.0,10.0,10.0
,,,,,,,,
Software Engineer,,Python,10.0,10.0,40.0,30.0,10.0,0.0
Data Analyst,,Python,20.0,5.0,15.0,20.0,30.0,10.0
Business Analyst,,Python,,,,,,
Data Analyst,,,15.0,15.0,15.0,15.0,10.0,10.0
Chief Officer,Matplotlib,Java,,,,,,
Data Scientist,,,,,,,,
Data Scientist,Seaborn,Python,15.0,25.0,10.0,20.0,20.0,10.0
Research Scientist,Matplotlib,C/C++,60.0,20.0,5.0,15.0,0.0,0.0
Statistician,,,,,,,,
Software Engineer,,,,,,,,
Data Analyst,,Python,,,,,,
Software Engineer,,Python,,,,,,
Data Scientist,,,,,,,,
Student,,,,,,,,
Data Analyst,ggplot2,R,,,,,,
Data Analyst,,,,,,,,
,,,,,,,,
Manager,,C#/.NET,,,,,,
Data Analyst,,,,,,,,
Not employed,Matplotlib,Python,10.0,50.0,10.0,10.0,0.0,20.0
Student,,,,,,,,
Product/Project Manager,,,,,,,,
Data Scientist,,Java,,,,,,
Student,,,,,,,,
Not employed,,Python,,,,,,
Data Analyst,,SQL,10.0,30.0,10.0,20.0,20.0,10.0
Student,,,,,,,,
Product/Project Manager,,,15.0,10.0,5.0,15.0,25.0,30.0
Business Analyst,ggplot2,,0.0,60.0,15.0,5.0,0.0,20.0
Business Analyst,,,,,,,,
,,,,,,,,
Product/Project Manager,ggplot2,R,15.0,55.0,15.0,5.0,5.0,5.0
DBA/Database Engineer,,SQL,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Student,Plotly,R,0.0,30.0,10.0,30.0,0.0,30.0
Data Scientist,,,0.0,15.0,5.0,60.0,10.0,10.0
Data Scientist,D3,Python,10.0,50.0,10.0,15.0,5.0,10.0
Data Engineer,Matplotlib,SQL,25.0,10.0,15.0,15.0,10.0,20.0
Software Engineer,,,,,,,,
Manager,,,,,,,,
Software Engineer,,C#/.NET,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Software Engineer,ggplot2,Python,20.0,40.0,10.0,15.0,10.0,5.0
Data Scientist,ggplot2,SQL,10.0,5.0,20.0,20.0,0.0,35.0
Student,,,,,,,,
Student,,,,,,,,
Software Engineer,,C/C++,,,,,,
Data Scientist,,,,,,,,
Data Analyst,Seaborn,Python,10.0,30.0,10.0,20.0,10.0,20.0
Statistician,,,,,,,,
,,,,,,,,
Not employed,,,,,,,,
Data Scientist,Matplotlib,Python,10.0,60.0,10.0,10.0,5.0,5.0
,,,,,,,,
Student,,,,,,,,
,,,,,,,,
,,,,,,,,
Data Analyst,,,,,,,,
Research Assistant,,,,,,,,
,,,,,,,,
Chief Officer,,,,,,,,
Student,,,,,,,,
Student,Matplotlib,Python,30.0,20.0,10.0,10.0,20.0,10.0
Data Engineer,ggplot2,SQL,0.0,60.0,20.0,10.0,0.0,10.0
,,,,,,,,
Business Analyst,,SQL,1.0,20.0,20.0,10.0,0.0,0.0
Business Analyst,,SQL,,,,,,
Student,Matplotlib,Python,20.0,0.0,30.0,50.0,0.0,0.0
Other,,,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Data Scientist,,Python,5.0,25.0,10.0,50.0,0.0,0.0
Data Scientist,,,,,,,,
Consultant,,SQL,,,,,,
Student,,,,,,,,
Other,,,,,,,,
Student,,Python,,,,,,
Data Engineer,,Python,20.0,30.0,10.0,10.0,10.0,10.0
,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Research Scientist,,Java,,,,,,
,,,,,,,,
Data Engineer,,,,,,,,
,,,,,,,,
Data Scientist,,,,,,,,
Research Scientist,ggplot2,C#/.NET,20.0,20.0,10.0,20.0,20.0,10.0
Student,,,,,,,,
Student,Matplotlib,Python,20.0,20.0,15.0,20.0,15.0,10.0
Developer Advocate,,Python,,,,,,
Data Engineer,,SAS/STATA,,,,,,
Other,,,,,,,,
,,,,,,,,
Product/Project Manager,,PHP,0.0,0.0,80.0,0.0,0.0,20.0
,,,,,,,,
,,,,,,,,
Other,,,,,,,,
Other,,,,,,,,
Product/Project Manager,Lattice,,0.0,0.0,0.0,0.0,0.0,0.0
Data Scientist,,,30.0,10.0,40.0,10.0,10.0,0.0
Student,,,,,,,,
Student,,MATLAB,,,,,,
Software Engineer,,,,,,,,
Data Engineer,Matplotlib,Python,,,,,,
Data Analyst,Matplotlib,Python,20.0,30.0,20.0,10.0,10.0,10.0
Other,,,,,,,,
Student,,Python,,,,,,
Data Scientist,Matplotlib,Python,40.0,40.0,0.0,10.0,0.0,10.0
,,,,,,,,
Data Scientist,,,,,,,,
Software Engineer,,Javascript/Typescript,,,,,,
Software Engineer,,Java,,,,,,
Data Scientist,,,,,,,,
Student,,,,,,,,
Data Scientist,Matplotlib,Python,,,,,,
Software Engineer,,,,,,,,
Data Analyst,,,,,,,,
Student,,,,,,,,
Student,Matplotlib,Python,,,,,,
Data Scientist,,,,,,,,
Student,,Java,10.0,10.0,20.0,30.0,10.0,10.0
Data Scientist,,,,,,,,
Student,Seaborn,Python,10.0,30.0,20.0,30.0,0.0,10.0
Other,,,25.0,35.0,10.0,10.0,0.0,20.0
Data Scientist,ggplot2,R,20.0,30.0,10.0,10.0,10.0,20.0
Research Assistant,,,,,,,,
Marketing Analyst,,,,,,,,
,,,,,,,,
Software Engineer,Other,Python,20.0,20.0,5.0,40.0,15.0,0.0
Research Assistant,,,,,,,,
Data Scientist,Matplotlib,Python,25.0,15.0,5.0,5.0,40.0,0.0
,,,,,,,,
Other,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Manager,Matplotlib,Java,10.0,10.0,10.0,30.0,20.0,20.0
Statistician,ggplot2,R,,,,,,
Software Engineer,,,,,,,,
Consultant,,,,,,,,
,,,,,,,,
Other,,,,,,,,
Consultant,,,,,,,,
Data Scientist,Matplotlib,Python,20.0,30.0,5.0,5.0,0.0,30.0
Student,,,,,,,,
Student,Matplotlib,Python,10.0,20.0,10.0,40.0,10.0,10.0
Software Engineer,,,,,,,,
Data Scientist,,,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Data Engineer,,,,,,,,
Student,,,,,,,,
Consultant,,,,,,,,
Data Scientist,,,,,,,,
Data Scientist,Seaborn,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Analyst,ggplot2,SQL,,,,,,
Chief Officer,,,10.0,10.0,10.0,20.0,10.0,20.0
Consultant,,,,,,,,
Research Assistant,,,,,,,,
Not employed,Matplotlib,Python,60.0,10.0,30.0,0.0,0.0,0.0
Software Engineer,Matplotlib,Java,10.0,10.0,10.0,15.0,15.0,30.0
Student,,,,,,,,
Student,,,,,,,,
Data Engineer,Seaborn,Java,0.0,50.0,10.0,20.0,15.0,5.0
Data Engineer,ggplot2,Python,25.0,10.0,10.0,40.0,10.0,0.0
Software Engineer,,,,,,,,
Product/Project Manager,,Python,10.0,10.0,10.0,30.0,30.0,10.0
Student,,Python,,,,,,
Software Engineer,,C/C++,,,,,,
Data Analyst,,,,,,,,
Research Assistant,Matplotlib,Python,,,,,,
Student,Matplotlib,Python,10.0,20.0,20.0,10.0,10.0,20.0
Research Scientist,,,,,,,,
,,,,,,,,
Data Analyst,,,,,,,,
Software Engineer,,Java,,,,,,
Chief Officer,,,,,,,,
Research Assistant,,,,,,,,
DBA/Database Engineer,Matplotlib,SQL,,,,,,
Student,,,,,,,,
Statistician,,SAS/STATA,,,,,,
Data Scientist,Matplotlib,SQL,20.0,15.0,20.0,10.0,20.0,15.0
Student,,Visual Basic/VBA,,,,,,
Student,,,,,,,,
Other,,Java,20.0,20.0,5.0,20.0,10.0,20.0
Data Analyst,,,,,,,,
Software Engineer,ggplot2,Java,15.0,30.0,10.0,20.0,20.0,0.0
Data Scientist,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Student,Matplotlib,,,,,,,
Other,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Developer Advocate,,,,,,,,
Business Analyst,,,,,,,,
Software Engineer,,,,,,,,
Data Engineer,,,10.0,20.0,0.0,40.0,30.0,0.0
Student,Matplotlib,Python,10.0,10.0,10.0,30.0,30.0,5.0
Software Engineer,Matplotlib,Python,0.0,0.0,25.0,0.0,25.0,0.0
Student,,Python,,,,,,
Other,,,,,,,,
Student,,,,,,,,
Consultant,,,,,,,,
Software Engineer,ggplot2,Bash,,,,,,
Data Scientist,,,,,,,,
,,,,,,,,
Data Scientist,,,,,,,,
,,,,,,,,
,,,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Software Engineer,Seaborn,Java,20.0,30.0,10.0,20.0,10.0,10.0
Student,,,,,,,,
Data Scientist,,Python,10.0,8.0,2.0,10.0,25.0,45.0
,,,,,,,,
Consultant,,,,,,,,
Student,,,,,,,,
Software Engineer,Matplotlib,Python,,,,,,
,,,,,,,,
Software Engineer,,,,,,,,
Other,Matplotlib,Python,10.0,45.0,5.0,20.0,20.0,0.0
,,,,,,,,
Software Engineer,,,,,,,,
Data Scientist,,,,,,,,
Student,Matplotlib,Python,1.0,15.0,20.0,50.0,4.0,10.0
Data Scientist,Plotly,,10.0,20.0,10.0,10.0,30.0,15.0
Data Engineer,Matplotlib,,,,,,,
Student,,,,,,,,
Data Analyst,,,,,,,,
Software Engineer,Matplotlib,C#/.NET,10.0,20.0,10.0,40.0,10.0,10.0
Data Analyst,,Python,20.0,50.0,5.0,5.0,5.0,15.0
Not employed,Matplotlib,,,,,,,
Student,Matplotlib,Python,10.0,25.0,10.0,20.0,15.0,15.0
,,,,,,,,
Software Engineer,Matplotlib,Python,5.0,40.0,5.0,30.0,10.0,5.0
Business Analyst,,SQL,20.0,5.0,15.0,35.0,10.0,5.0
,,,,,,,,
Student,,,,,,,,
DBA/Database Engineer,,,,,,,,
,,,,,,,,
Consultant,D3,Python,,,,,,
Student,,Python,,,,,,
Consultant,,,,,,,,
Chief Officer,,,20.0,30.0,0.0,50.0,0.0,0.0
Student,,,,,,,,
Data Analyst,Matplotlib,Python,10.0,30.0,20.0,20.0,10.0,10.0
Data Scientist,Matplotlib,Python,10.0,30.0,10.0,10.0,5.0,35.0
Data Analyst,Plotly,SQL,30.0,20.0,20.0,15.0,5.0,10.0
Student,Matplotlib,Python,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Data Scientist,,R,,,,,,
,,,,,,,,
Data Scientist,,Python,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Statistician,ggplot2,R,20.0,10.0,20.0,15.0,20.0,15.0
Manager,Matplotlib,Python,30.0,20.0,10.0,15.0,10.0,15.0
Other,,,,,,,,
,,,,,,,,
Not employed,,,,,,,,
Student,Matplotlib,Python,30.0,5.0,20.0,10.0,20.0,15.0
Business Analyst,Matplotlib,SQL,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Analyst,ggplot2,SQL,5.0,35.0,10.0,20.0,15.0,15.0
Student,Matplotlib,Python,,,,,,
Student,,,,,,,,
Data Analyst,,,,,,,,
Student,,,,,,,,
Software Engineer,,C/C++,0.0,0.0,0.0,0.0,0.0,0.0
Software Engineer,ggplot2,C/C++,,,,,,
Data Scientist,Seaborn,,,,,,,
Software Engineer,,Java,60.0,40.0,0.0,0.0,0.0,0.0
Software Engineer,,,,,,,,
Not employed,,,12.0,20.0,10.0,35.0,10.0,5.0
Data Analyst,ggplot2,,,,,,,
Student,,,,,,,,
,,,,,,,,
Not employed,,Python,25.0,15.0,10.0,30.0,20.0,0.0
Data Scientist,,,,,,,,
Student,,,,,,,,
Other,Matplotlib,,10.0,5.0,25.0,30.0,10.0,10.0
Data Analyst,,,,,,,,
Data Scientist,,,,,,,,
Other,,,,,,,,
Data Scientist,,,,,,,,
Software Engineer,,,,,,,,
Product/Project Manager,,,,,,,,
Software Engineer,ggplot2,Java,10.0,20.0,40.0,20.0,5.0,5.0
Student,,C/C++,,,,,,
Statistician,,,,,,,,
Software Engineer,,,,,,,,
Student,,Java,,,,,,
Manager,,,,,,,,
Not employed,Matplotlib,R,30.0,30.0,10.0,15.0,5.0,5.0
Data Scientist,,,,,,,,
Student,Matplotlib,Python,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Analyst,,,10.0,10.0,20.0,30.0,10.0,20.0
Software Engineer,,,,,,,,
,,,,,,,,
Student,Seaborn,Python,,,,,,
Data Scientist,Plotly,R,60.0,20.0,10.0,5.0,0.0,5.0
Student,,,,,,,,
Student,Matplotlib,Python,30.0,10.0,10.0,20.0,15.0,10.0
Research Assistant,,,,,,,,
Student,,,,,,,,
Consultant,,,,,,,,
Software Engineer,Matplotlib,Python,10.0,10.0,30.0,10.0,25.0,10.0
Other,ggplot2,SQL,20.0,20.0,5.0,25.0,10.0,10.0
Research Scientist,,,10.0,20.0,5.0,50.0,10.0,5.0
Student,ggplot2,R,35.0,20.0,15.0,10.0,10.0,10.0
Data Scientist,,,,,,,,
Data Scientist,Matplotlib,Python,,,,,,
Research Assistant,,,,,,,,
Software Engineer,Matplotlib,Python,20.0,30.0,10.0,10.0,15.0,15.0
Data Analyst,,,,,,,,
Software Engineer,,,,,,,,
,,,,,,,,
Software Engineer,Matplotlib,Python,,,,,,
Data Engineer,Matplotlib,,30.0,10.0,10.0,30.0,10.0,0.0
Business Analyst,,,,,,,,
Data Scientist,ggplot2,SQL,5.0,30.0,20.0,15.0,0.0,30.0
Research Assistant,,Python,,,,,,
Student,Matplotlib,Python,25.0,25.0,10.0,10.0,20.0,5.0
Data Scientist,Matplotlib,Python,40.0,30.0,10.0,10.0,10.0,0.0
,,,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Student,,,,,,,,
Data Analyst,ggplot2,R,10.0,10.0,20.0,40.0,0.0,10.0
,,,,,,,,
Other,,Python,10.0,5.0,20.0,20.0,20.0,20.0
Student,Matplotlib,Python,,,,,,
Data Analyst,ggplot2,SQL,,,,,,
Not employed,Seaborn,,0.0,40.0,40.0,20.0,0.0,0.0
Software Engineer,,,,,,,,
Other,,,,,,,,
Student,,,,,,,,
Manager,,,,,,,,
Data Scientist,ggplot2,Python,5.0,40.0,15.0,20.0,10.0,10.0
Student,,,,,,,,
Research Assistant,Matplotlib,Python,,,,,,
,,,,,,,,
Not employed,ggplot2,R,5.0,20.0,25.0,15.0,5.0,30.0
Business Analyst,,,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
